,ID,GBCODE,Longitude,Latitude
1005481,1646.0,150401.0,121.607451,31.214867
1005482,1646.0,150401.0,121.495161,31.236947
1005483,1646.0,150401.0,121.467337,31.345557
1005484,1646.0,150401.0,121.615061,31.15711
1005485,1646.0,150401.0,121.409944,31.212765
1005486,1646.0,150401.0,121.53946299999998,31.28525
1005487,1646.0,150401.0,121.1304,31.153882
1005488,1646.0,150401.0,121.509105,30.818105
1005489,1646.0,150401.0,121.189136,31.096295
1005490,1646.0,150401.0,121.500524,31.212964000000003
1005491,1646.0,150401.0,121.514107,31.263487
1005492,1646.0,150401.0,121.494021,31.203159000000007
1005493,1646.0,150401.0,121.538204,31.221276
1005494,1646.0,150401.0,121.352168,31.257782
1005495,1646.0,150401.0,121.48632,31.235337
1005496,1646.0,150401.0,121.450699,31.195524
1005497,1646.0,150401.0,121.480309,31.246359
1005498,1646.0,150401.0,121.471747,31.199709
1005499,1646.0,150401.0,121.430536,31.188444
1005500,1646.0,150401.0,121.45808999999998,31.23691
1005501,1646.0,150401.0,121.594966,31.194984
1005502,1646.0,150401.0,121.16508799999998,30.899726
1005503,1646.0,150401.0,121.425564,31.261425
1005504,1646.0,150401.0,121.406657,31.22011
1005505,1646.0,150401.0,121.487963,31.226065
1005506,1646.0,150401.0,121.241924,31.008682
1005507,1646.0,150401.0,121.463726,31.200353000000003
1005508,1646.0,150401.0,121.248784,31.382983000000007
1005509,1646.0,150401.0,121.223923,31.015318
1005510,1646.0,150401.0,121.49506,31.298714
1005511,1646.0,150401.0,121.465795,31.209744
1005512,1646.0,150401.0,121.397124,31.620766
1005513,1646.0,150401.0,121.24693700000002,31.385147
1005514,1646.0,150401.0,121.446699,31.147039000000003
1005515,1646.0,150401.0,121.468178,31.262007
1005516,1646.0,150401.0,121.490279,31.18641
1005517,1646.0,150401.0,121.42973,31.216282
1005518,1646.0,150401.0,121.220599,30.966305
1005519,1646.0,150401.0,121.050453,31.113405
1005520,1646.0,150401.0,121.2227,31.37112
1005521,1646.0,150401.0,121.48491,31.240978
1005522,1646.0,150401.0,121.520057,31.295971999999995
1005523,1646.0,150401.0,121.409966,31.205205
1005524,1646.0,150401.0,121.38381499999998,31.193031
1005525,1646.0,150401.0,121.300175,31.296478000000004
1005526,1646.0,150401.0,121.329676,31.426764
1005527,1646.0,150401.0,121.341082,31.146225
1005528,1646.0,150401.0,121.248784,31.382983000000007
1005529,1646.0,150401.0,121.40904,31.204784000000004
1005530,1646.0,150401.0,121.915494,30.898472
1005531,1646.0,150401.0,121.763129,31.056967
1005532,1646.0,150401.0,121.165652,31.280639
1005533,1646.0,150401.0,121.830724,30.897616
1005534,1646.0,150401.0,121.449917,31.212267
1005535,1646.0,150401.0,121.449929,31.212278
1005536,1646.0,150401.0,121.470964,31.230312
1005537,1646.0,150401.0,121.417726,31.297019
1005538,1646.0,150401.0,121.454032,31.213105
1005539,1646.0,150401.0,121.478478,31.219526
1005540,1646.0,150401.0,121.240578,31.050886
1005541,1646.0,150401.0,121.476087,30.976079
1005542,1646.0,150401.0,121.41568,31.222793
1005543,1646.0,150401.0,121.375526,31.245862
1005544,1646.0,150401.0,121.699127,31.19618
1005545,1646.0,150401.0,121.477937,31.235585
1005546,1646.0,150401.0,121.449903,31.212314000000006
1005547,1646.0,150401.0,121.49524,31.241896
1005548,1646.0,150401.0,121.471891,31.251973
1005549,1646.0,150401.0,121.43981200000002,31.205331
1005550,1646.0,150401.0,121.612372,31.163518
1005551,1646.0,150401.0,121.472359,30.919531
1005552,1646.0,150401.0,121.441484,31.248732
1005553,1646.0,150401.0,121.458132,31.199809
1005554,1646.0,150401.0,113.927629,22.687789
1005555,1646.0,150401.0,121.431278,31.200752
1005556,1646.0,150401.0,121.408286,31.195647
1005557,1646.0,150401.0,121.414867,31.221803
1005558,1646.0,150401.0,121.434018,31.18777
1005559,1646.0,150401.0,121.430706,31.202096
1005560,1646.0,150401.0,121.512312,31.220773
1005561,1646.0,150401.0,121.546129,31.124677
1005562,1646.0,150401.0,121.416568,31.164335
1005563,1646.0,150401.0,121.523182,31.316234
1005564,1646.0,150401.0,121.40712,31.233613
1005565,1646.0,150401.0,121.300266,31.260168
1005566,1646.0,150401.0,121.264079,31.416763
1005567,1646.0,150401.0,121.485914,31.230521000000003
1005568,1646.0,150401.0,121.384434,31.107139
1005569,1646.0,150401.0,121.159407,31.148726
1005570,1646.0,150401.0,121.340636,30.800215
1005571,1646.0,150401.0,121.608395,31.246048
1005572,1646.0,150401.0,121.403352,31.228690000000004
1005573,1646.0,150401.0,121.509332,31.255428
1005574,1646.0,150401.0,121.463996,31.21713
1005575,1646.0,150401.0,121.42303,31.143665
1005576,1646.0,150401.0,121.433903,31.188090000000006
1005577,1646.0,150401.0,121.196333,31.050117
1005578,1646.0,150401.0,121.478449,31.195478
1005579,1646.0,150401.0,121.552399,31.288408
1005580,1646.0,150401.0,121.486351,31.236461
1005581,1646.0,150401.0,121.477123,31.265237
1005582,1646.0,150401.0,121.477123,31.265237
1005583,1646.0,150401.0,121.493946,31.720185
1005584,1646.0,150401.0,121.71866599999998,31.522217
1005585,1646.0,150401.0,121.352791,31.401307
1005586,1646.0,150401.0,121.302719,31.388804
1005587,1646.0,150401.0,121.41659,31.164339
1005588,1646.0,150401.0,121.361348,31.171914
1005589,1646.0,150401.0,121.236856,31.276263
1005590,1646.0,150401.0,121.24746299999998,31.388806
1005591,1646.0,150401.0,121.492806,31.342649
1005592,1646.0,150401.0,121.470235,31.221968
1005593,1646.0,150401.0,121.410594,31.225265000000004
1005594,1646.0,150401.0,121.501297,31.235626
1005595,1646.0,150401.0,121.481156,31.367519
1005596,1646.0,150401.0,121.366022,31.173413
1005597,1646.0,150401.0,121.226845,31.164459
1005598,1646.0,150401.0,121.40703700000002,31.311699
1005599,1646.0,150401.0,121.406635,31.311708000000007
1005600,1646.0,150401.0,121.050419,31.111529
1005601,1646.0,150401.0,121.014778,30.889087
1005602,1646.0,150401.0,121.473431,31.288815000000003
1005603,1646.0,150401.0,121.126832,31.114094
1005604,1646.0,150401.0,121.145971,31.169787
1005605,1646.0,150401.0,121.212505,31.352495
1005606,1646.0,150401.0,121.196007,31.051616
1005607,1646.0,150401.0,121.241938,30.829108
1005608,1646.0,150401.0,121.432166,31.208626
1005609,1646.0,150401.0,121.49477,31.299071
1005610,1646.0,150401.0,121.370963,30.734087
1005611,1646.0,150401.0,121.528775,31.333292
1005612,1646.0,150401.0,121.503667,31.241176
1005613,1646.0,150401.0,121.528861,31.269636
1005614,1646.0,150401.0,121.477171,31.26547
1005615,1646.0,150401.0,121.84336,31.465814
1005616,1646.0,150401.0,121.491039,31.676523
1005617,1646.0,150401.0,121.404542,31.31747
1005618,1646.0,150401.0,121.507622,31.241068
1005619,1646.0,150401.0,121.489072,31.338277
1005620,1646.0,150401.0,121.482186,31.235304
1005621,1646.0,150401.0,121.749485,31.356024
1005622,1646.0,150401.0,121.647248,31.122564
1005623,1646.0,150401.0,121.43619,31.215292
1005624,1646.0,150401.0,121.552519,31.288342
1005625,1646.0,150401.0,121.466612,31.307169
1005626,1646.0,150401.0,121.079355,30.926041
1005627,1646.0,150401.0,121.491026,31.212337
1005628,1646.0,150401.0,121.18113,31.096908000000006
1005629,1646.0,150401.0,121.215422,31.149553000000004
1005630,1646.0,150401.0,121.607254,31.214765000000003
1005631,1646.0,150401.0,121.203764,31.347877
1005632,1646.0,150401.0,121.389781,31.225748
1005633,1646.0,150401.0,121.447335,31.199566
1005634,1646.0,150401.0,121.379066,31.238909000000003
1005635,1646.0,150401.0,121.471822,31.218508
1005636,1646.0,150401.0,121.529812,31.2696
1005637,1646.0,150401.0,121.474398,31.272064
1005638,1646.0,150401.0,121.552388,31.288294
1005639,1646.0,150401.0,121.344954,30.746868
1005640,1646.0,150401.0,121.430615,31.264415000000003
1005641,1646.0,150401.0,121.673358,30.866622
1005642,1646.0,150401.0,121.44486299999998,31.212531
1005643,1646.0,150401.0,121.192686,31.089998
1005644,1646.0,150401.0,121.492468,31.227482
1005645,1646.0,150401.0,121.526897,31.2682
1005646,1646.0,150401.0,121.607804,31.214515
1005647,1646.0,150401.0,121.442334,31.176256
1005648,1646.0,150401.0,121.779366,31.179313
1005649,1646.0,150401.0,121.49331,31.240846
1005650,1646.0,150401.0,121.443445,31.229158
1005651,1646.0,150401.0,121.388696,31.224627
1005652,1646.0,150401.0,121.482186,31.235304
1005653,1646.0,150401.0,121.404389,31.317619
1005654,1646.0,150401.0,121.458509,31.237177000000006
1005655,1646.0,150401.0,121.478581,31.235873
1005656,1646.0,150401.0,121.474398,31.272064
1005657,1646.0,150401.0,121.543668,31.269715
1005658,1646.0,150401.0,121.443907,31.213742
1005659,1646.0,150401.0,121.471742,31.218513
1005660,1646.0,150401.0,121.312996,31.383899
1005661,1646.0,150401.0,121.486399,31.230169
1005662,1646.0,150401.0,121.483587,31.226689
1005663,1646.0,150401.0,121.406934,31.314642
1005664,1646.0,150401.0,121.509736,31.255449
1005665,1646.0,150401.0,121.780727,31.048048
1005666,1646.0,150401.0,121.397124,31.620766
1005667,1646.0,150401.0,121.407397,31.314607
1005668,1646.0,150401.0,121.489617,31.232745
1005669,1646.0,150401.0,121.383855,31.193023
1005670,1646.0,150401.0,121.372892,31.190442
1005671,1646.0,150401.0,121.409649,31.14458
1005672,1646.0,150401.0,121.486607,31.229043
1005673,1646.0,150401.0,121.778551,31.180311
1005674,1646.0,150401.0,121.516738,31.288898
1005675,1646.0,150401.0,121.489682,31.212293
1005676,1646.0,150401.0,121.487259,31.227095
